Mod:Item:MetaData, Localized Name
hbm:item.circuit:8, Integrated Circuit Board
hbm:item.circuit:9, Military Grade Circuit Board
hbm:item.circuit:10, Capacitor Board
hbm:item.circuit:11, Versatile Circuit Board
hbm:item.circuit:15, Quantum Processing Unit
hbm:item.circuit:12, Control Unit Casing
hbm:item.circuit:13, Control Unit
hbm:item.circuit:14, Advanced Control Unit
hbm:item.circuit:17, Quantum Computer
hbm:item.crt_display,  Cathode Ray Tube
hbm:item.circuit_star_piece:0, SC - Printed Circuit Board
hbm:item.circuit_star_piece:1, SC - Transistors
hbm:item.circuit_star_piece:2, SC - Voltage Converter
hbm:item.circuit_star_piece:3, SC - North Bridge
hbm:item.circuit_star_piece:4, SC - South Bridge
hbm:item.circuit_star_piece:5, SC - IO Chip
hbm:item.circuit_star_piece:6, SC - BUS
hbm:item.circuit_star_piece:7, SC - Chipset
hbm:item.circuit_star_piece:8, SC - CMOS RAM
hbm:item.circuit_star_piece:9, SC- BIOS Chip
hbm:item.circuit_star_piece:10, SC - CPU Register
hbm:item.circuit_star_piece:11, SC - CPU Clock
hbm:item.circuit_star_piece:12, SC - Arithmetic Logic Unit
hbm:item.circuit_star_piece:13, SC - CPU Cache
hbm:item.circuit_star_piece:14, SC - Arsenic Semi Conductor Extension
hbm:item.circuit_star_piece:15, SC - CPU Socket
hbm:item.circuit_star_piece:16, SC - Memory Socket
hbm:item.circuit_star_piece:17, SC - 16k Memory Stick Slot A
hbm:item.circuit_star_piece:18, SC - 16k Memory Stick Slot B
hbm:item.circuit_star_piece:19, SC - 16k Memory Stick Slot C
hbm:item.circuit_star_piece:20, SC - 16k Memory Stick Slot D
hbm:item.circuit_star_piece:21, SC - Extension Card Board
hbm:item.circuit_star_piece:22, SC - Extension Card Processor
hbm:item.circuit_star_component:0, StarControl Chipset
hbm:item.circuit_star_component:1, StarControl CPU
hbm:item.circuit_star_component:2, StarControl RAM
hbm:item.circuit_star_component:3, StarControl Extension Card
hbm:item.circuit_star, StarControl Circuit Board
hbm:item.mechanism_revolver_1, Revolver Mechanism
hbm:item.mechanism_revolver_2, Advanced Revolver Mechanism
hbm:item.mechanism_rifle_1, Rifle Mechanism
hbm:item.mechanism_rifle_2, Advanced Rifle Mechanism
hbm:item.mechanism_launcher_1, Launcher Mechanism
hbm:item.mechanism_launcher_2, Advanced Launcher Mechanism
hbm:item.mechanism_special, High-Tech Weapon Mechanism
hbm:item.casing_357, .357 Magnum Casings
hbm:item.casing_44, .44 Magnum Casings
hbm:item.casing_9, Small Caliber Casings
hbm:item.casing_50, Large Caliber Casings
hbm:item.casing_buckshot, Buckshot Casings
hbm:item.assembly_iron, Iron Bullet Assembly
hbm:item.assembly_steel, Lead Bullet Assembly
hbm:item.assembly_lead, Glass Bullet Assembly
hbm:item.assembly_gold, Gold Bullet Assembly
hbm:item.assembly_schrabidium, Schrabidium Bullet Assembly
hbm:item.assembly_nightmare, Nightmare Bullet Assembly
hbm:item.assembly_desh, Desh Bullet Assembly
hbm:item.assembly_nopip, .44 Magnum Assembly
hbm:item.assembly_smg, 9mm Assembly
hbm:item.assembly_556, 5.56mm Assembly
hbm:item.assembly_762, 7.62mm Assembly
hbm:item.assembly_45, .45 ACP Assembly
hbm:item.assembly_uzi, .22 LR Assembly
hbm:item.assembly_lacunae, .5mm Assembly
hbm:item.assembly_actionexpress, .50 AE Assembly
hbm:item.assembly_calamity, .50 BMG Assembly
hbm:item.assembly_nuke, Mini Nuke Shell
hbm:item.assembly_luna, Lunatic Sniper Bullet Assembly
hbm:item.folly_shell, Silver Bullet Casing
hbm:item.folly_bullet, 12.8cm Starmetal High-Energy Shell
hbm:item.folly_bullet_nuclear, 12.8cm Nuclear Shell
hbm:item.folly_bullet_du, 12.8cm DU-Shell
hbm:item.wiring_red_copper, Cable Drum
hbm:item.flame_pony, Painting of a Cartoon Pony
hbm:item.flame_conspiracy, Conspiracy Theory
hbm:item.flame_politics, Political Topic
hbm:item.flame_opinion, Own Opinion
hbm:item.pellet_rtg_radium, Radium-226 RTG Pellet
hbm:item.pellet_rtg_weak, Weak Uranium RTG Pellet
hbm:item.pellet_rtg, Plutonium-238 RTG Pellet
hbm:item.pellet_rtg_strontium, Strontium-90 RTG Pellet
hbm:item.pellet_rtg_cobalt, Cobalt-60 RTG Pellet
hbm:item.pellet_rtg_actinium, Actinium-227 RTG Pellet
hbm:item.pellet_rtg_polonium, Polonium-210 RTG Pellet
hbm:item.pellet_rtg_americium, Americium-241 RTG Pellet
hbm:item.pellet_rtg_berkelium, Berkelium RTG Pellet
hbm:item.pellet_rtg_gold, Gold-198 RTG Pellet
hbm:item.pellet_rtg_lead, Lead-209 RTG Pellet
hbm:item.pellet_rtg_depleted:0, Decayed Bismuth RTG Pellet
hbm:item.pellet_rtg_depleted:1, Decayed Mercury RTG Pellet
hbm:item.pellet_rtg_depleted:2, Decayed Neptunium RTG Pellet
hbm:item.pellet_rtg_depleted:3, Decayed Lead RTG Pellet
hbm:item.pellet_rtg_depleted:4, Decayed Zirconium RTG Pellet
hbm:item.pellet_rtg_depleted:5, Decayed Nickel RTG Pellet
hbm:item.tritium_deuterium_cake, Tritium-Deuterium-Cake
hbm:item.pellet_cluster, Explosive Pellets
hbm:item.pellet_buckshot, Lead Pellets
hbm:item.pellet_flechette, Flechettes
hbm:item.pellet_chlorophyte, Chlorophyte Rounds
hbm:item.pellet_canister, Canister Shot
hbm:item.pellet_claws, Sharp Metal Claws
hbm:item.pellet_charged, Ionized Particles
hbm:item.pellet_gas, Poison Gas Cartridge
hbm:item.magnetron, Magnetron
hbm:item.piston_selenium, Combustion Engine Piston
hbm:item.piston_set:0, Steel Piston Set
hbm:item.piston_set:1, High-Speed Steel Piston Set
hbm:item.piston_set:2, Desh Piston Set
hbm:item.piston_set:3, Starmetal Piston Set
hbm:item.drillbit:0, Steel Drillbit
hbm:item.drillbit:1, Steel Drillbit (Diamond-Tipped)
hbm:item.drillbit:2, High-Speed Steel Drillbit
hbm:item.drillbit:3, High-Speed Steel Drillbit (Diamond-Tipped)
hbm:item.drillbit:4, Desh Drillbit
hbm:item.drillbit:5, Desh Drillbit (Diamond-Tipped)
hbm:item.drillbit:6, Technetium Steel Drillbit
hbm:item.drillbit:7, Technetium Steel Drillbit (Diamond-Tipped)
hbm:item.drillbit:8, Ferrouranium Drillbit
hbm:item.drillbit:9, Ferrouranium Drillbit (Diamond-Tipped)
hbm:item.cell_empty, Empty Cell
hbm:item.cell_uf6, Uranium Hexafluoride Cell
hbm:item.cell_puf6, Plutonium Hexafluoride Cell
hbm:item.cell_deuterium, Deuterium Cell
hbm:item.cell_tritium, Tritium Cell
hbm:item.cell_sas3, Schrabidium Trisulfide Cell
hbm:item.cell_antimatter, Antimatter Cell
hbm:item.cell_anti_schrabidium, Antischrabidium Cell
hbm:item.cell_balefire, Gaseous Balefire Cell
hbm:item.demon_core_open, Suspended Demon Core
hbm:item.demon_core_closed, Closed Demon Core
hbm:item.particle_empty, Empty Particle Capsule
hbm:item.particle_hydrogen, Hydrogen Ion Capsule
hbm:item.particle_copper, Copper Ion Capsule
hbm:item.particle_lead, Lead Ion Capsule
hbm:item.particle_aproton, Antiproton Capsule
hbm:item.particle_aelectron, Positron Capsule
hbm:item.particle_amat, Antimatter Capsule
hbm:item.particle_aschrab, Antischrabidium Capsule
hbm:item.particle_higgs, Higgs Boson Capsule
hbm:item.particle_muon, Muon Capsule
hbm:item.particle_tachyon, Tachyon Capsule
hbm:item.particle_strange, Strange Quark Capsule
hbm:item.particle_dark, Dark Matter Capsule
hbm:item.particle_sparkticle, Sparkticle Capsule
hbm:item.particle_digamma, §cThe Digamma Particle§r
hbm:item.particle_lutece, Lutece Quasiparticle
hbm:item.singularity_micro, Micro Singularity
hbm:item.singularity, Singularity
hbm:item.singularity_counter_resonant, Contained Counter-Resonant Singularity
hbm:item.singularity_super_heated, Superheated Resonating Singularity
hbm:item.black_hole, Miniature Black Hole
hbm:item.singularity_spark, Spark Singularity
hbm:item.crystal_xen, Artificial Xen Crystal
hbm:item.pellet_antimatter, Antimatter Cluster
hbm:item.inf_water, Infinite Water Tank
hbm:item.inf_water_mk2, Heavy Infinite Water Tank
hbm:item.fuel_additive:0, Tetraethyllead Antiknock Agent
hbm:item.fuel_additive:1, Deicer
hbm:item.canister_empty, Empty Canister
hbm:item.canister_full:10, Canister: Crude Oil
hbm:item.canister_full:133, Canister: Desulfurized Crude Oil
hbm:item.canister_full:61, Canister: Cracked Oil
hbm:item.canister_full:135, Canister: Desulfurized Cracked Oil
hbm:item.canister_full:62, Canister: Coal Oil
hbm:item.canister_full:12, Canister: Heavy Oil
hbm:item.canister_full:90, Canister: Vacuum Heavy Oil
hbm:item.canister_full:19, Canister: Naphtha
hbm:item.canister_full:137, Canister: Desulfurized Naphtha
hbm:item.canister_full:64, Canister: Cracked Naphtha
hbm:item.canister_full:91, Canister: Reformate
hbm:item.canister_full:21, Canister: Light Oil
hbm:item.canister_full:138, Canister: Desulfurized Light Oil
hbm:item.canister_full:65, Canister: Cracked Light Oil
hbm:item.canister_full:92, Canister: Vacuum Light Oil
hbm:item.canister_full:13, Canister: Bitumen
hbm:item.canister_full:14, Canister: Industrial Oil
hbm:item.canister_full:15, Canister: Heating Oil
hbm:item.canister_full:95, Canister: Heavy Heating Oil
hbm:item.canister_full:16, Canister: Reclaimed Industrial Oil
hbm:item.canister_full:18, Canister: Engine Lubricant
hbm:item.canister_full:94, Canister: BTX
hbm:item.canister_full:20, Canister: Diesel
hbm:item.canister_full:96, Canister: High-Octane Diesel
hbm:item.canister_full:66, Canister: Cracked Diesel
hbm:item.canister_full:97, Canister: High-Octane Cracked Diesel
hbm:item.canister_full:22, Canister: Kerosene
hbm:item.canister_full:98, Canister: Jet Fuel
hbm:item.canister_full:17, Canister: Petroil
hbm:item.canister_full:72, Canister: Leaded Petroil
hbm:item.canister_full:46, Canister: Gasoline
hbm:item.canister_full:73, Canister: Leaded Gasoline
hbm:item.canister_full:47, Canister: Coal Gasoline
hbm:item.canister_full:74, Canister: Leaded Coal Gasoline
hbm:item.canister_full:80, Canister: Coal Tar Creosote
hbm:item.canister_full:79, Canister: Wood Oil
hbm:item.canister_full:27, Canister: Biofuel
hbm:item.canister_full:59, Canister: Ethanol
hbm:item.canister_full:28, Canister: NITAN© 100 Octane Super Fuel
hbm:item.canister_full:81, Canister: Seeding Slurry
hbm:item.canister_full:83, Canister: Solvent
hbm:item.canister_full:49, Canister: Fracking Solution
hbm:item.canister_napalm, Napalm B
hbm:item.gas_empty, Empty Gas Tank
hbm:item.gas_full:38, Gas Tank: Liquid Hydrogen
hbm:item.gas_full:39, Gas Tank: Liquid Oxygen
hbm:item.gas_full:40, Gas Tank: Xenon Gas
hbm:item.gas_full:89, Gas Tank: Chlorine Gas
hbm:item.gas_full:23, Gas Tank: Natural Gas
hbm:item.gas_full:24, Gas Tank: Petroleum Gas
hbm:item.gas_full:93, Gas Tank: Sour Gas
hbm:item.gas_full:86, Gas Tank: Syngas
hbm:item.gas_full:99, Gas Tank: Reformate Gas
hbm:item.gas_full:26, Gas Tank: Biogas
hbm:item.gas_full:101, Gas Tank: Phosgene
hbm:item.gas_full:102, Gas Tank: Mustard Gas
hbm:item.fluid_tank_empty, Empty Universal Fluid Tank
hbm:item.fluid_tank_full:1, Universal Fluid Tank: Water
hbm:item.fluid_tank_full:60, Universal Fluid Tank: Heavy Water
hbm:item.fluid_tank_full:124, Universal Fluid Tank: Hot Heavy Water
hbm:item.fluid_tank_full:7, Universal Fluid Tank: Lava
hbm:item.fluid_tank_full:2, Universal Fluid Tank: Steam
hbm:item.fluid_tank_full:3, Universal Fluid Tank: Dense Steam
hbm:item.fluid_tank_full:4, Universal Fluid Tank: Super Dense Steam
hbm:item.fluid_tank_full:5, Universal Fluid Tank: Ultra Dense Steam
hbm:item.fluid_tank_full:55, Universal Fluid Tank: Carbon Dioxide
hbm:item.fluid_tank_full:6, Universal Fluid Tank: Coolant
hbm:item.fluid_tank_full:76, Universal Fluid Tank: Hot Coolant
hbm:item.fluid_tank_full:37, Universal Fluid Tank: Cryogel
hbm:item.fluid_tank_full:77, Universal Fluid Tank: Mug Root Beer
hbm:item.fluid_tank_full:78, Universal Fluid Tank: Hot Mug Root Beer
hbm:item.fluid_tank_full:84, Universal Fluid Tank: Blood
hbm:item.fluid_tank_full:85, Universal Fluid Tank: Hot Blood
hbm:item.fluid_tank_full:125, Universal Fluid Tank: Liquid Sodium
hbm:item.fluid_tank_full:126, Universal Fluid Tank: Hot Liquid Sodium
hbm:item.fluid_tank_full:127, Universal Fluid Tank: Liquid Thorium Salt
hbm:item.fluid_tank_full:128, Universal Fluid Tank: Hot Liquid Thorium Salt
hbm:item.fluid_tank_full:129, Universal Fluid Tank: Depleted Liquid Thorium Salt
hbm:item.fluid_tank_full:38, Universal Fluid Tank: Liquid Hydrogen
hbm:item.fluid_tank_full:8, Universal Fluid Tank: Deuterium
hbm:item.fluid_tank_full:9, Universal Fluid Tank: Tritium
hbm:item.fluid_tank_full:57, Universal Fluid Tank: Helium-3
hbm:item.fluid_tank_full:123, Universal Fluid Tank: Helium-4
hbm:item.fluid_tank_full:39, Universal Fluid Tank: Liquid Oxygen
hbm:item.fluid_tank_full:40, Universal Fluid Tank: Xenon Gas
hbm:item.fluid_tank_full:89, Universal Fluid Tank: Chlorine Gas
hbm:item.fluid_tank_full:42, Universal Fluid Tank: Mercury
hbm:item.fluid_tank_full:10, Universal Fluid Tank: Crude Oil
hbm:item.fluid_tank_full:133, Universal Fluid Tank: Desulfurized Crude Oil
hbm:item.fluid_tank_full:61, Universal Fluid Tank: Cracked Oil
hbm:item.fluid_tank_full:135, Universal Fluid Tank: Desulfurized Cracked Oil
hbm:item.fluid_tank_full:62, Universal Fluid Tank: Coal Oil
hbm:item.fluid_tank_full:104, Universal Fluid Tank: Coker Oil
hbm:item.fluid_tank_full:11, Universal Fluid Tank: Hot Crude Oil
hbm:item.fluid_tank_full:134, Universal Fluid Tank: Desulfurized Hot Crude Oil
hbm:item.fluid_tank_full:63, Universal Fluid Tank: Hot Cracked Oil
hbm:item.fluid_tank_full:136, Universal Fluid Tank: Desulfurized Hot Cracked Oil
hbm:item.fluid_tank_full:12, Universal Fluid Tank: Heavy Oil
hbm:item.fluid_tank_full:90, Universal Fluid Tank: Vacuum Heavy Oil
hbm:item.fluid_tank_full:19, Universal Fluid Tank: Naphtha
hbm:item.fluid_tank_full:137, Universal Fluid Tank: Desulfurized Naphtha
hbm:item.fluid_tank_full:64, Universal Fluid Tank: Cracked Naphtha
hbm:item.fluid_tank_full:105, Universal Fluid Tank: Coker Naphtha
hbm:item.fluid_tank_full:91, Universal Fluid Tank: Reformate
hbm:item.fluid_tank_full:21, Universal Fluid Tank: Light Oil
hbm:item.fluid_tank_full:138, Universal Fluid Tank: Desulfurized Light Oil
hbm:item.fluid_tank_full:65, Universal Fluid Tank: Cracked Light Oil
hbm:item.fluid_tank_full:92, Universal Fluid Tank: Vacuum Light Oil
hbm:item.fluid_tank_full:13, Universal Fluid Tank: Bitumen
hbm:item.fluid_tank_full:14, Universal Fluid Tank: Industrial Oil
hbm:item.fluid_tank_full:15, Universal Fluid Tank: Heating Oil
hbm:item.fluid_tank_full:95, Universal Fluid Tank: Heavy Heating Oil
hbm:item.fluid_tank_full:16, Universal Fluid Tank: Reclaimed Industrial Oil
hbm:item.fluid_tank_full:18, Universal Fluid Tank: Engine Lubricant
hbm:item.fluid_tank_full:23, Universal Fluid Tank: Natural Gas
hbm:item.fluid_tank_full:106, Universal Fluid Tank: Coker Gas
hbm:item.fluid_tank_full:24, Universal Fluid Tank: Petroleum Gas
hbm:item.fluid_tank_full:93, Universal Fluid Tank: Sour Gas
hbm:item.fluid_tank_full:25, Universal Fluid Tank: LPG
hbm:item.fluid_tank_full:86, Universal Fluid Tank: Syngas
hbm:item.fluid_tank_full:87, Universal Fluid Tank: Oxyhydrogen
hbm:item.fluid_tank_full:67, Universal Fluid Tank: Aromatic Hydrocarbons
hbm:item.fluid_tank_full:68, Universal Fluid Tank: Unsaturated Hydrocarbons
hbm:item.fluid_tank_full:94, Universal Fluid Tank: BTX
hbm:item.fluid_tank_full:99, Universal Fluid Tank: Reformate Gas
hbm:item.fluid_tank_full:20, Universal Fluid Tank: Diesel
hbm:item.fluid_tank_full:96, Universal Fluid Tank: High-Octane Diesel
hbm:item.fluid_tank_full:66, Universal Fluid Tank: Cracked Diesel
hbm:item.fluid_tank_full:97, Universal Fluid Tank: High-Octane Cracked Diesel
hbm:item.fluid_tank_full:22, Universal Fluid Tank: Kerosene
hbm:item.fluid_tank_full:98, Universal Fluid Tank: Jet Fuel
hbm:item.fluid_tank_full:17, Universal Fluid Tank: Petroil
hbm:item.fluid_tank_full:72, Universal Fluid Tank: Leaded Petroil
hbm:item.fluid_tank_full:46, Universal Fluid Tank: Gasoline
hbm:item.fluid_tank_full:73, Universal Fluid Tank: Leaded Gasoline
hbm:item.fluid_tank_full:47, Universal Fluid Tank: Coal Gasoline
hbm:item.fluid_tank_full:74, Universal Fluid Tank: Leaded Coal Gasoline
hbm:item.fluid_tank_full:80, Universal Fluid Tank: Coal Tar Creosote
hbm:item.fluid_tank_full:79, Universal Fluid Tank: Wood Oil
hbm:item.fluid_tank_full:26, Universal Fluid Tank: Biogas
hbm:item.fluid_tank_full:27, Universal Fluid Tank: Biofuel
hbm:item.fluid_tank_full:59, Universal Fluid Tank: Ethanol
hbm:item.fluid_tank_full:110, Universal Fluid Tank: Fish Oil
hbm:item.fluid_tank_full:111, Universal Fluid Tank: Sunflower Seed Oil
hbm:item.fluid_tank_full:28, Universal Fluid Tank: NITAN© 100 Octane Super Fuel
hbm:item.fluid_tank_full:41, Universal Fluid Tank: BF Rocket Fuel
hbm:item.fluid_tank_full:69, Universal Fluid Tank: Salient Green
hbm:item.fluid_tank_full:81, Universal Fluid Tank: Seeding Slurry
hbm:item.fluid_tank_full:100, Universal Fluid Tank: Colloid
hbm:item.fluid_tank_full:140, Universal Fluid Tank: Vitriol
hbm:item.fluid_tank_full:141, Universal Fluid Tank: Ore Slop
hbm:item.fluid_tank_full:103, Universal Fluid Tank: Ionic Gel
hbm:item.fluid_tank_full:35, Universal Fluid Tank: Hydrogen Peroxide
hbm:item.fluid_tank_full:75, Universal Fluid Tank: Sulfuric Acid
hbm:item.fluid_tank_full:82, Universal Fluid Tank: Nitric Acid
hbm:item.fluid_tank_full:83, Universal Fluid Tank: Solvent
hbm:item.fluid_tank_full:32, Universal Fluid Tank: Schrabidic Acid
hbm:item.fluid_tank_full:29, Universal Fluid Tank: Uranium Hexafluoride
hbm:item.fluid_tank_full:30, Universal Fluid Tank: Plutonium Hexafluoride
hbm:item.fluid_tank_full:31, Universal Fluid Tank: Schrabidium Trisulfide
hbm:item.fluid_tank_full:43, Universal Fluid Tank: Pandemonium(III)tantalite Solution
hbm:item.fluid_tank_full:36, Universal Fluid Tank: Poisonous Mud
hbm:item.fluid_tank_full:130, Universal Fluid Tank: Fullerene Solution
hbm:item.fluid_tank_full:107, Universal Fluid Tank: Dissolved Egg
hbm:item.fluid_tank_full:108, Universal Fluid Tank: Cholesterol Solution
hbm:item.fluid_tank_full:49, Universal Fluid Tank: Fracking Solution
hbm:item.fluid_tank_full:101, Universal Fluid Tank: Phosgene
hbm:item.fluid_tank_full:102, Universal Fluid Tank: Mustard Gas
hbm:item.fluid_tank_full:109, Universal Fluid Tank: Estradiol Solution
hbm:item.fluid_tank_full:112, Universal Fluid Tank: Nitroglycerin
hbm:item.fluid_tank_full:33, Universal Fluid Tank: Antimatter
hbm:item.fluid_tank_full:34, Universal Fluid Tank: Antischrabidium
hbm:item.fluid_tank_full:70, Universal Fluid Tank: Experience Juice
hbm:item.fluid_tank_full:71, Universal Fluid Tank: Ender Juice
hbm:item.fluid_tank_full:139, Universal Fluid Tank: Stellar Flux
hbm:item.fluid_tank_full:131, Universal Fluid Tank: Booster Pheromone
hbm:item.fluid_tank_full:132, Universal Fluid Tank: Modified Booster Pheromone
hbm:item.fluid_tank_full:1000, Universal Fluid Tank: Custom Fluid Demo
hbm:item.fluid_tank_lead_empty, Empty Hazardous Material Tank
hbm:item.fluid_tank_lead_full:1, Hazardous Material Tank: Water
hbm:item.fluid_tank_lead_full:60, Hazardous Material Tank: Heavy Water
hbm:item.fluid_tank_lead_full:124, Hazardous Material Tank: Hot Heavy Water
hbm:item.fluid_tank_lead_full:7, Hazardous Material Tank: Lava
hbm:item.fluid_tank_lead_full:2, Hazardous Material Tank: Steam
hbm:item.fluid_tank_lead_full:3, Hazardous Material Tank: Dense Steam
hbm:item.fluid_tank_lead_full:4, Hazardous Material Tank: Super Dense Steam
hbm:item.fluid_tank_lead_full:5, Hazardous Material Tank: Ultra Dense Steam
hbm:item.fluid_tank_lead_full:55, Hazardous Material Tank: Carbon Dioxide
hbm:item.fluid_tank_lead_full:6, Hazardous Material Tank: Coolant
hbm:item.fluid_tank_lead_full:76, Hazardous Material Tank: Hot Coolant
hbm:item.fluid_tank_lead_full:37, Hazardous Material Tank: Cryogel
hbm:item.fluid_tank_lead_full:77, Hazardous Material Tank: Mug Root Beer
hbm:item.fluid_tank_lead_full:78, Hazardous Material Tank: Hot Mug Root Beer
hbm:item.fluid_tank_lead_full:84, Hazardous Material Tank: Blood
hbm:item.fluid_tank_lead_full:85, Hazardous Material Tank: Hot Blood
hbm:item.fluid_tank_lead_full:125, Hazardous Material Tank: Liquid Sodium
hbm:item.fluid_tank_lead_full:126, Hazardous Material Tank: Hot Liquid Sodium
hbm:item.fluid_tank_lead_full:127, Hazardous Material Tank: Liquid Thorium Salt
hbm:item.fluid_tank_lead_full:128, Hazardous Material Tank: Hot Liquid Thorium Salt
hbm:item.fluid_tank_lead_full:129, Hazardous Material Tank: Depleted Liquid Thorium Salt
hbm:item.fluid_tank_lead_full:38, Hazardous Material Tank: Liquid Hydrogen
hbm:item.fluid_tank_lead_full:8, Hazardous Material Tank: Deuterium
hbm:item.fluid_tank_lead_full:9, Hazardous Material Tank: Tritium
hbm:item.fluid_tank_lead_full:57, Hazardous Material Tank: Helium-3
hbm:item.fluid_tank_lead_full:123, Hazardous Material Tank: Helium-4
hbm:item.fluid_tank_lead_full:39, Hazardous Material Tank: Liquid Oxygen
hbm:item.fluid_tank_lead_full:40, Hazardous Material Tank: Xenon Gas
hbm:item.fluid_tank_lead_full:89, Hazardous Material Tank: Chlorine Gas
hbm:item.fluid_tank_lead_full:42, Hazardous Material Tank: Mercury
